"","A","B","R","Q","C","CAU","AFA","HIS","API"
"5965",32,27,4,5,7,0.000167,0,0,0
"5966",32,27,4,6,17,0.000179,0,0,0
"5967",32,27,4,8,2,0,0,0.00035,0
"5968",32,27,7,5,4,0.000167,0,0,0
"5969",32,27,8,7,9,0.000167,0,0,0
"5970",32,27,9,9,8,0.000167,0,0,0
"5971",32,27,11,5,4,0.000167,0,0,0
"5972",32,27,11,6,1,0.000167,0,0,0
"5973",32,27,11,6,7,0.000167,0,0,0
"5974",32,27,11,8,17,0.000154,0,0,0
"5975",32,27,12,8,10,0.000167,0,0,0
"5976",32,27,13,5,5,0.000167,0,0,0
"5977",32,27,13,6,5,0.000167,0,0,0
"5978",32,27,13,7,1,0,0,0.00035,0
"5979",32,27,14,2,7,0.000333,0,0,0
"5980",32,27,14,6,8,0,3e-04,0,0
"5981",32,27,15,8,6,0.000167,0,0,0
"5982",32,27,17,3,10,0.000167,0,0,0
"5983",32,27,17,7,9,0.000167,0,0,0
"5984",32,27,17,8,4,0.000333,0,0,0
"5985",32,35,1,1,7,0.000333,0,0,0
"5986",32,35,1,2,4,0,3e-04,0,0
"5987",32,35,1,3,10,0.000167,0,0,0
"5988",32,35,4,2,3,0,0,0.00035,0
"5989",32,35,4,2,12,0.000167,0,0,0
"5990",32,35,4,5,8,0.000167,0,0,0
"5991",32,35,4,6,1,0.000167,0,0,0
"5992",32,35,4,8,4,0,3e-04,0,0
"5993",32,35,7,2,6,0,3e-04,0,0
"5994",32,35,7,2,12,0,3e-04,0,0
"5995",32,35,8,3,3,0,0,0.00035,0
"5996",32,35,11,1,7,0.000167,0,0,0
"5997",32,35,11,2,7,5e-04,0,0,0
"5998",32,35,11,3,2,0.000167,0,0,0
"5999",32,35,11,3,4,0,0,0.00035,0
"6000",32,35,11,7,4,0,0,0.000434,0
"6001",32,35,11,7,15,0,0,0.00035,0
"6002",32,35,13,1,4,0,3e-04,0,0
"6003",32,35,13,6,4,0,3e-04,0.001402,0
"6004",32,35,13,7,7,0,0,0.00035,0
"6005",32,35,15,6,2,0,3e-04,0,0
"6006",32,35,15,8,16,0.000167,0,0,0
"6007",32,35,17,1,5,0.000167,0,0,0
"6008",32,35,17,5,5,0.000167,0,0,0
"6009",32,37,10,4,3,0.000167,0,0,0
"6010",32,37,15,7,5,0.000167,0,0,0
"6011",32,38,13,7,5,0.000167,0,0,0
"6012",32,39,1,2,1,0.000167,0,0,0
"6013",32,39,1,5,12,0,0,0.00035,0
"6014",32,39,4,2,2,0.000167,0,0,0
"6015",32,39,4,2,4,0.000167,0,0,0
"6016",32,39,7,7,16,0.000167,0,0,0
"6017",32,39,8,4,6,0.000167,0,0,0
"6018",32,39,11,7,6,0.000167,0,0,0
"6019",32,39,11,7,7,0,0,0.00067,0
"6020",32,39,13,5,9,0.000167,0,0,0
"6021",32,39,13,8,4,0.000167,0,0,0
"6022",32,39,14,7,7,0.000167,0,0,0
"6023",32,39,15,1,2,0.000167,0,0,0
"6024",32,41,1,8,4,0.000167,0,0,0
"6025",32,41,7,9,9,0.000167,0,0,0
"6026",32,41,8,1,5,0.000167,0,0,0
"6027",32,41,13,5,5,0.000167,0,0,0
"6028",32,41,13,7,17,0,0,0.00035,0
"6029",32,41,14,7,2,0.000167,0,0,0
"6030",32,41,15,8,7,0.000167,0,0,0
"6031",32,42,1,1,5,0.000167,0,0,0
"6032",32,42,14,1,4,0,3e-04,0,0
"6033",32,44,1,2,8,0,3e-04,0,0
"6034",32,44,1,5,5,0,0,0.00035,0
"6035",32,44,1,7,6,0.000167,0,0,0
"6036",32,44,4,2,8,0.000167,0,0,0
"6037",32,44,4,6,5,0.000167,0,0,0
"6038",32,44,4,6,7,0.000167,0,0,0
"6039",32,44,4,7,5,0,0,0.00035,0
"6040",32,44,4,8,7,0.000333,0,0,0
"6041",32,44,4,8,9,0.000167,0,0,0
"6042",32,44,4,8,15,0.000167,0,0,0
"6043",32,44,4,9,8,0.000167,0,0,0
"6044",32,44,7,2,7,0.000343,0,0,0
"6045",32,44,7,6,1,0.000333,0,0,0
"6046",32,44,9,2,6,0,3e-04,0,0
"6047",32,44,9,8,14,0.000167,0,0,0
"6048",32,44,10,7,5,0,0,0.00035,0
"6049",32,44,11,2,7,0.00061,0,0,0
"6050",32,44,11,6,7,0.000329,0,0,0
"6051",32,44,11,6,10,0.000167,0,0,0
"6052",32,44,11,7,7,0.000218,0,0.00035,0
"6053",32,44,12,2,12,0.000167,0,0,0
"6054",32,44,12,3,5,0,3e-04,0,0
"6055",32,44,12,6,2,0.000167,0,0,0
"6056",32,44,12,6,5,0.000167,0,0,0
"6057",32,44,12,7,5,0,3e-04,0,0
"6058",32,44,12,8,5,0.000167,0,0,0
"6059",32,44,12,8,15,0.000167,0,0,0
"6060",32,44,13,2,7,0.000167,0,0,0
"6061",32,44,13,5,4,0.000167,0,0,0
"6062",32,44,13,8,14,0.000167,0,0,0
"6063",32,44,13,9,14,0,3e-04,0,0
"6064",32,44,14,2,7,0.000167,0,0,0
"6065",32,44,14,7,4,0,0,0.00035,0
"6066",32,44,14,8,6,0.000167,0,0,0
"6067",32,44,15,5,7,0.000167,0,0,0
"6068",32,44,15,7,5,0.000333,0,0,0
"6069",32,44,16,7,5,0.000167,0,0,0
"6070",32,44,17,8,9,0.000167,0,0,0
"6071",32,45,7,5,9,0.000167,0,0,0
"6072",32,45,13,6,8,0.000167,0,0,0
"6073",32,47,8,7,18,0,3e-04,0,0
"6074",32,49,9,8,16,0.000167,0,0,0
"6075",32,49,11,1,3,0,0,0.00035,0
"6076",32,49,13,1,4,0,0,0.00035,0
"6077",32,50,4,7,4,0.000167,0,0,0
"6078",32,50,7,2,6,0,0,0.00035,0
"6079",32,50,8,4,6,0,0,0.00035,0
"6080",32,50,13,2,6,0,0,0.00035,0
"6081",32,51,1,5,7,0,0,0.00035,0
"6082",32,51,7,2,4,0.000167,0,0,0
"6083",32,51,9,7,5,0.000167,0,0,0
"6084",32,51,12,2,6,0.000364,0,0,0
"6085",32,51,12,5,8,0.000136,0,0,0
"6086",32,51,12,5,15,0,0,0.00035,0
"6087",32,51,14,5,2,0,0,0.000298,0
"6088",32,51,14,7,15,0,0,0.00035,0
"6089",32,51,15,6,4,0,0,0.00035,0
"6090",32,51,17,7,2,0.000167,0,0,0
"6091",32,52,13,6,4,0.000167,0,0,0
"6092",32,52,13,7,16,0,3e-04,0,0
"6093",32,52,15,6,12,0,0,0.001051,0
"6094",32,52,15,8,4,0.000167,0,0,0
"6095",32,53,8,4,4,0,0,0.00035,0
"6096",32,53,13,6,4,0,6e-04,0,0
"6097",32,55,8,2,4,0.000167,0,0,0
"6098",32,55,11,7,9,0,0,0.00035,0
"6099",32,55,14,7,16,0.000167,0,0,0
"6100",32,57,4,5,7,0.000167,0,0,0
"6101",32,57,4,8,4,0.000167,0,0,0
"6102",32,57,4,8,12,0,0,0.00035,0
"6103",32,57,10,2,9,0.000167,0,0,0
"6104",32,57,13,5,4,0,0,0.00035,0
"6105",32,57,13,8,7,0.000167,0,0,0
"6106",32,57,13,9,6,0,0,0.00035,0
"6107",32,57,15,6,6,0,0,0,0.002155
"6108",32,57,17,9,6,0,0,0.00035,0
"6109",32,58,4,8,3,0,3e-04,0,0
"6110",32,58,7,2,3,0,0,0.00035,0
"6111",32,58,8,7,3,0,3e-04,0,0
"6112",32,58,13,5,10,0,3e-04,0,0
"6113",32,60,1,1,7,0,0,0.00035,0
"6114",32,60,1,7,2,0.000149,0,0,0
"6115",32,60,4,2,7,0.000167,0,0,0
"6116",32,60,4,3,3,0,3e-04,0,0
"6117",32,60,4,6,7,0.000167,0,0,0
"6118",32,60,4,7,10,0.000167,0,0,0
"6119",32,60,11,2,7,0.000167,0,0,0
"6120",32,60,13,1,7,0.000167,0,0,0
"6121",32,60,13,9,4,0.000333,0,0,0
"6122",32,60,15,7,2,0.000184,0,0,0
"6123",32,60,17,2,10,0,0,0.000701,0
"6124",32,60,17,4,4,0.000167,0,0,0
"6125",32,61,4,6,5,0.000167,0,0,0
"6126",32,61,7,2,2,0,0,0.00035,0
"6127",32,61,9,3,2,0,3e-04,0,0
"6128",32,61,9,4,7,0.000167,0,0,0
"6129",32,61,11,1,5,0,0,0.00035,0
"6130",32,61,11,2,5,0.000167,0,0,0
"6131",32,61,11,6,4,0.000333,0,0,0
"6132",32,61,11,6,8,0.000167,0,0,0
"6133",32,61,11,7,10,0.000167,0,0,0
"6134",32,61,13,2,7,0.000167,0,0,0
"6135",32,61,13,3,7,0.000167,0,0,0
"6136",32,61,13,6,2,0,0,0.00035,0
"6137",32,61,17,3,1,0.000167,0,0,0
"6138",32,62,1,5,9,0,0,0.00035,0
"6139",32,62,4,1,12,0.000167,0,0,0
"6140",32,62,4,2,6,0.000333,0,0,0
"6141",32,62,4,2,8,0.000167,0,0,0
"6142",32,62,4,6,16,0.000333,0,0,0
"6143",32,62,4,8,9,0,3e-04,0,0
"6144",32,62,9,6,7,0.000333,0,0,0
"6145",32,62,11,2,2,0.000167,0,0,0
"6146",32,62,12,8,7,0.000167,0,0,0
"6147",32,62,13,6,9,0,0,0.00035,0
"6148",32,62,13,7,7,0.000167,0,0,0
"6149",32,62,14,7,7,0.000167,0,0,0
"6150",32,62,14,7,8,0.000167,0,0,0
"6151",32,62,16,5,7,0.000167,0,0,0
"6152",32,62,17,7,1,0.000167,0,0,0
"6153",32,63,10,9,3,0.000167,0,0,0
"6154",32,63,13,7,7,0.000167,0,0,0
"6155",32,63,14,8,5,0.000167,0,0,0
"6156",32,64,4,1,5,0.000167,0,0,0
"6157",32,64,7,2,8,0,0,0.00035,0
"6158",32,64,7,6,7,5e-04,0,0,0
"6159",32,64,7,8,7,0.000167,0,0,0
"6160",32,64,7,9,5,0.000167,0,0,0
"6161",32,64,11,2,15,0.000167,0,0,0
"6162",32,64,11,7,8,0,3e-04,0,0
"6163",32,64,15,2,8,0,3e-04,0,0
"6164",32,64,15,5,7,0.000167,0,0,0
"6165",32,65,1,1,3,0,0,0.00035,0
"6166",32,65,1,4,6,0.000167,0,0,0
"6167",32,65,1,5,5,0.000167,0,0,0
"6168",32,65,4,4,8,0,0,0.00035,0
"6169",32,65,14,7,1,0.000167,0,0,0
"6170",32,71,7,2,10,0,3e-04,0,0
"6171",32,71,13,6,17,0.000167,0,0,0
"6172",32,71,17,8,15,0.000167,0,0,0
"6173",32,72,11,7,2,0,3e-04,0,0
"6174",32,73,8,4,15,0,3e-04,0,0
"6175",32,75,12,7,7,0.000167,0,0,0
"6176",32,78,13,6,16,0,0,0.000701,0
"6177",32,81,7,2,18,0,3e-04,0,0
"6178",32,81,12,5,8,0,0.000899,0,0
"6179",33,7,7,6,8,0,3e-04,0,0
"6180",33,7,8,1,7,0,3e-04,0,0
"6181",33,7,9,2,7,0,0,0.00035,0
"6182",33,7,11,3,7,0.000167,0,0,0
"6183",33,7,11,7,7,0,6e-04,0,0
"6184",33,7,13,1,7,0,6e-04,0,0
"6185",33,7,13,5,4,0.000167,0,0,0
"6186",33,7,13,5,5,0.000167,0,0,0
"6187",33,7,13,5,7,0,0,0.00035,0
"6188",33,7,13,5,15,0,3e-04,0,0
"6189",33,7,13,7,7,0,0,0.00035,0
"6190",33,7,15,1,2,0,3e-04,0,0
"6191",33,7,15,2,9,0,3e-04,0,0
"6192",33,7,15,6,15,0,3e-04,0,0
"6193",33,8,3,2,10,0,3e-04,0,0
"6194",33,8,17,2,3,0,3e-04,0,0
"6195",33,13,15,6,5,0,3e-04,0,0
"6196",33,14,1,1,6,0.000167,0,0,0
"6197",33,14,1,2,5,0.000333,0,0,0
"6198",33,14,1,5,1,0.000167,0,0,0
"6199",33,14,1,5,8,0,0,0.000701,0
"6200",33,14,1,5,10,0.000167,0,0,0
"6201",33,14,1,6,12,0.000167,0,0,0
"6202",33,14,1,7,16,0.000167,0,0,0
"6203",33,14,3,4,7,0.000167,0,0,0
"6204",33,14,4,3,4,0,0,0.00035,0
"6205",33,14,4,5,5,0.000167,0,0,0
"6206",33,14,7,2,6,0.000167,0,0,0
"6207",33,14,7,2,8,0,3e-04,0,0
"6208",33,14,7,8,12,0.000167,0,0,0
"6209",33,14,11,6,5,0.000167,0,0,0
"6210",33,14,11,6,8,0,3e-04,0,0
"6211",33,14,12,7,4,0.000167,0,0,0
"6212",33,14,13,5,4,0,3e-04,0,0
"6213",33,14,15,7,9,0.000167,0,0,0
"6214",33,18,3,4,7,0,3e-04,0,0
"6215",33,18,4,8,12,0,0,0.00035,0
"6216",33,18,7,9,7,0,0,0.00035,0
"6217",33,18,11,7,12,0,0,0.00035,0
"6218",33,18,13,6,5,0,3e-04,0,0
"6219",33,18,17,7,4,0.000167,0,0,0
"6220",33,18,18,4,7,0,3e-04,0,0
"6221",33,27,1,6,15,0.000167,0,0,0
"6222",33,27,4,5,9,0.000167,0,0,0
"6223",33,27,9,9,2,0,0,0.00035,0
"6224",33,27,13,6,2,0,0,0.00035,0
"6225",33,27,15,1,4,0,3e-04,0,0
"6226",33,27,16,7,15,0.000167,0,0,0
"6227",33,27,17,6,6,0.000167,0,0,0
"6228",33,35,1,2,8,0,3e-04,0,0
"6229",33,35,7,1,9,0.000167,0,0,0
"6230",33,35,7,2,4,0,0.001766,0.00035,0
"6231",33,35,7,2,7,0,0.000332,0,0
"6232",33,35,8,3,17,0,3e-04,0,0
"6233",33,35,10,5,4,0,6e-04,0,0
"6234",33,35,11,4,7,0.000167,0,0,0
"6235",33,35,11,6,4,0,3e-04,0,0
"6236",33,35,11,7,4,0,0.000714,0,0
"6237",33,35,11,7,7,0,0,0.00035,0
"6238",33,35,11,7,16,0,6e-04,0,0
"6239",33,35,13,5,4,0,3e-04,0,0
"6240",33,35,13,5,7,0.000167,0,0,0
"6241",33,35,13,6,4,0,0,0.00035,0
"6242",33,35,14,5,12,0,0,0,0.002155
"6243",33,35,14,8,1,0.000167,0,0,0
"6244",33,35,15,1,4,0,0,0.00035,0
"6245",33,35,15,6,4,0,0.00114,0,0
"6246",33,35,17,8,16,0.000167,0,0,0
"6247",33,35,18,4,4,0,3e-04,0,0
"6248",33,37,15,6,2,0,0.000899,0,0
"6249",33,37,17,2,2,0,3e-04,0,0
"6250",33,38,1,2,7,0.000167,0,0,0
"6251",33,38,13,2,7,0.000167,0,0,0
"6252",33,38,13,8,5,0.000333,0,0,0
"6253",33,38,15,7,2,0,0,0.00035,0
"6254",33,39,3,4,12,0,3e-04,0,0
"6255",33,39,8,6,4,0.000167,0,0,0
"6256",33,39,11,2,12,0,3e-04,0,0
"6257",33,39,16,7,7,0,0,0.00035,0
"6258",33,39,17,2,8,0,3e-04,0,0
"6259",33,39,17,5,7,0.000167,0,0,0
"6260",33,41,10,5,2,0,0,0.00035,0
"6261",33,41,13,6,4,0,3e-04,0,0
"6262",33,41,13,6,17,0,0.001799,0,0
"6263",33,41,15,6,7,0,3e-04,0,0
"6264",33,42,3,2,8,0,0,0.00035,0
"6265",33,42,11,5,17,0,3e-04,0,0
"6266",33,42,11,7,17,0,0.000333,0,0
"6267",33,42,18,4,17,0,0.003297,0,0
"6268",33,44,1,5,2,0,0,0.001051,0
"6269",33,44,1,5,5,0.000167,0,0,0
"6270",33,44,1,5,10,0.000167,0,0,0
"6271",33,44,4,1,5,0,3e-04,0,0
"6272",33,44,7,2,4,0,0.000954,0,0
"6273",33,44,7,2,7,0,0.001466,0,0.019397
"6274",33,44,8,2,7,0.000167,0,0,0
"6275",33,44,9,9,7,0,0,0,0.002155
"6276",33,44,11,5,10,0.000167,0,0,0
"6277",33,44,11,6,4,0,6e-04,0,0
"6278",33,44,13,2,5,0.000167,0,0,0
"6279",33,44,13,6,9,0,0,0,0.002155
"6280",33,44,13,6,14,0,0,0,0.008621
"6281",33,44,14,1,3,0,3e-04,0,0
"6282",33,44,15,3,6,0,3e-04,0,0
"6283",33,44,16,5,2,0,0,0.00035,0
"6284",33,44,17,2,5,0,6e-04,0,0
"6285",33,44,17,2,9,0.000167,0,0,0
"6286",33,45,1,2,4,0,3e-04,0,0
"6287",33,45,3,2,7,0,3e-04,0,0
"6288",33,45,7,7,17,0,3e-04,0,0
"6289",33,45,8,7,16,0,0.000899,0,0
"6290",33,45,9,2,16,0,3e-04,0,0
"6291",33,45,11,5,16,0,3e-04,0,0
"6292",33,45,11,7,4,0,6e-04,0,0
"6293",33,45,12,7,16,0,3e-04,0,0
"6294",33,45,13,2,6,0,3e-04,0,0
"6295",33,45,15,2,6,0.000167,0,0,0
"6296",33,45,15,6,6,0,6e-04,0,0
"6297",33,45,15,6,16,0,0.000899,0,0
"6298",33,45,18,4,6,0,0,0.00035,0
"6299",33,46,12,5,1,0,0,0,0.002155
"6300",33,48,14,6,8,0,0,0,0.002155
"6301",33,48,15,6,8,0,0,0.00035,0
"6302",33,49,11,6,7,0,3e-04,0,0
"6303",33,49,13,3,7,0,3e-04,0,0
"6304",33,49,13,5,10,0,3e-04,0,0
"6305",33,50,4,1,7,0.000167,0,0,0
"6306",33,50,10,5,6,0,3e-04,0,0
"6307",33,50,11,5,6,0,3e-04,0,0
"6308",33,50,14,6,4,0,0,0.00035,0
"6309",33,50,17,3,7,0.000167,0,0,0
"6310",33,50,17,5,4,0.000167,0,0,0
"6311",33,51,4,2,3,0.000167,0,0,0
"6312",33,51,7,2,8,0,3e-04,0,0
"6313",33,51,8,7,4,0,0,0.00035,0
"6314",33,51,9,2,6,0,3e-04,0,0
"6315",33,51,12,2,8,0,0,0.00035,0
"6316",33,51,13,7,17,0,0,0.00035,0
"6317",33,52,1,5,16,0,3e-04,0,0
"6318",33,52,8,6,12,0,0,0.00035,0
"6319",33,52,13,7,16,0,0.000376,0,0
"6320",33,52,15,6,2,0.000167,0,0,0
"6321",33,52,15,6,4,0,0,0.00035,0
"6322",33,53,1,5,4,0,0.001471,0,0
"6323",33,53,2,1,4,0,3e-04,0,0
"6324",33,53,7,2,4,0,0.000603,0,0
"6325",33,53,8,5,4,0.000167,0,0,0
"6326",33,53,8,7,4,0,0.008244,0,0
"6327",33,53,9,2,4,0,0.000616,0,0
"6328",33,53,9,2,6,0,0.001199,0,0
"6329",33,53,10,1,6,0,3e-04,0,0
"6330",33,53,11,2,4,0,6e-04,0,0
"6331",33,53,11,6,4,0,0.000316,0,0
"6332",33,53,13,1,4,0,6e-04,0,0
"6333",33,53,13,2,10,0,3e-04,0,0
"6334",33,53,13,5,7,0,3e-04,0,0
"6335",33,53,13,6,4,0,0.000359,0,0
"6336",33,53,15,6,4,0,3e-04,0,0
"6337",33,53,18,4,4,0,0.000419,0,0
"6338",33,55,13,6,1,0,0,0,0.002155
"6339",33,56,1,6,17,0.000167,0,0,0
"6340",33,56,1,7,16,0.000167,0,0,0
"6341",33,56,4,6,10,0.000167,0,0,0
"6342",33,56,13,8,1,0,3e-04,0,0
"6343",33,57,7,6,7,0.000167,0,0,0
"6344",33,57,7,7,6,0.000167,0,0,0
"6345",33,57,13,2,16,0,0,0.00035,0
"6346",33,57,13,5,7,0,3e-04,0,0
"6347",33,57,13,5,18,0,0.000899,0,0
"6348",33,57,15,1,6,0,0,0.00035,0
"6349",33,57,15,2,7,0.000167,0,0,0
"6350",33,57,15,6,7,0,0.000523,0,0
"6351",33,57,17,2,3,0,0,0,0.002155
"6352",33,57,18,4,7,0,3e-04,0,0
"6353",33,57,18,4,18,0,0.000185,0,0
"6354",33,58,1,5,7,0.000167,0,0,0
"6355",33,58,3,2,10,0,0,0,0.002155
"6356",33,58,8,1,7,0.000167,0,0,0
"6357",33,58,9,2,10,0,3e-04,0,0
"6358",33,58,11,6,3,0,0,0,0.002155
"6359",33,58,11,7,4,0,0,0.00035,0
"6360",33,58,11,7,6,0,0,0.00035,0
"6361",33,58,11,7,7,0,0.001799,0,0
"6362",33,58,12,5,4,0,3e-04,0,0
"6363",33,58,13,1,3,0,6e-04,0.00035,0
"6364",33,58,13,2,6,0,3e-04,0,0
"6365",33,58,13,3,6,0.000167,0,0,0
"6366",33,58,13,6,3,0,0,0,0.006466
"6367",33,58,13,6,10,0,0,0,0.017241
"6368",33,58,13,7,10,0,0.001474,0,0
"6369",33,58,13,8,8,0.000333,0,0,0
"6370",33,58,14,4,12,0.000167,0,0,0
"6371",33,58,15,1,3,0,0,0,0.00431
"6372",33,58,15,7,4,0.000167,0,0,0
"6373",33,58,16,5,10,0,3e-04,0,0
"6374",33,58,17,2,7,0.000167,0,0,0
"6375",33,58,17,2,9,0,0,0,0.002155
"6376",33,58,17,2,10,0,0,0,0.015086
"6377",33,58,17,5,3,0,0,0,0.00431
"6378",33,60,8,3,10,0,3e-04,0,0
"6379",33,60,12,9,1,0,0,0,0.002155
"6380",33,60,12,9,12,0,0,0,0.002155
"6381",33,60,13,6,10,0,0,0.00035,0
"6382",33,60,15,5,7,0,3e-04,0,0
"6383",33,61,1,3,12,0.000167,0,0,0
"6384",33,61,4,7,2,0,3e-04,0,0
"6385",33,61,8,4,10,0,0,0.00035,0
"6386",33,61,11,7,2,0,0,0.000701,0
"6387",33,61,15,6,3,0,3e-04,0,0
"6388",33,62,7,2,9,0,0,0,0.002155
"6389",33,62,9,3,3,0,0,0,0.002155
"6390",33,62,11,7,8,0,0,0.00035,0
"6391",33,62,17,2,4,0,0,0.00035,0
"6392",33,63,7,2,14,0,3e-04,0,0
"6393",33,63,8,7,14,0,3e-04,0,0
"6394",33,63,10,1,4,0,3e-04,0,0
"6395",33,63,10,5,14,0,3e-04,0,0
"6396",33,63,11,7,5,0,3e-04,0,0
"6397",33,63,13,1,7,0.000167,0,0,0
"6398",33,63,14,1,7,0,3e-04,0,0
"6399",33,63,14,7,12,0,0,0.00035,0
"6400",33,63,15,8,7,0.000167,0,0,0
"6401",33,63,17,2,10,0,3e-04,0,0
"6402",33,63,17,6,14,0,3e-04,0,0
"6403",33,63,18,4,16,0,3e-04,0,0
"6404",33,64,7,3,5,0.000167,0,0,0
"6405",33,64,8,5,10,0.000167,0,0,0
"6406",33,64,17,2,8,0,0,0.00035,0
"6407",33,64,17,8,5,0.000167,0,0,0
"6408",33,65,1,1,9,0,0,0.00035,0
"6409",33,65,1,3,5,0.000167,0,0,0
"6410",33,65,1,4,4,0.000167,0,0,0
"6411",33,65,1,5,3,0.000333,0,0,0
"6412",33,65,1,5,4,0.000167,0,0,0
"6413",33,65,1,5,7,0.000167,0,0,0
"6414",33,65,1,5,8,0,0,0.005583,0
"6415",33,65,1,5,10,0.000167,0,0,0
"6416",33,65,1,6,4,0,0,0.00035,0
"6417",33,65,1,6,8,0,0,0.00035,0
"6418",33,65,1,7,4,0.000167,0,0,0
"6419",33,65,4,2,7,0.000333,0,0,0
"6420",33,65,7,2,8,0,3e-04,0.001051,0
"6421",33,65,7,7,7,0.000167,0,0,0
"6422",33,65,7,8,17,0.000167,0,0,0
"6423",33,65,8,4,8,0,0,0.000724,0
"6424",33,65,11,2,5,0.000167,0,0,0
"6425",33,65,11,6,7,0,0,0,0.002155
"6426",33,65,12,2,7,0.000167,0,0,0
"6427",33,65,13,1,2,0.000167,0,0,0
"6428",33,65,13,1,7,0.000167,0,0,0
"6429",33,65,13,6,3,0,0,0.000701,0
"6430",33,65,13,8,5,0.000167,0,0,0
"6431",33,65,14,5,6,0.000167,0,0,0
"6432",33,65,17,2,8,0,0,0.000701,0
"6433",33,65,103,6,16,0.000167,0,0,0
"6434",33,67,16,5,7,0,0,0,0.002155
"6435",33,70,11,3,4,0,6e-04,0,0
"6436",33,70,13,6,2,0,3e-04,0,0
"6437",33,70,17,2,2,0,0,0.00035,0
"6438",33,70,17,2,3,0,6e-04,0,0
"6439",33,70,18,4,3,0,3e-04,0,0
"6440",33,71,1,5,10,0,6e-04,0,0
"6441",33,71,4,5,16,0,0,0.00035,0
"6442",33,71,8,6,8,0,3e-04,0,0
"6443",33,71,13,7,4,0,3e-04,0,0
"6444",33,71,13,7,5,0,3e-04,0,0
"6445",33,71,17,2,4,0,3e-04,0,0
"6446",33,71,17,2,10,0,0.001199,0,0
"6447",33,72,4,2,2,0.000167,0,0,0
"6448",33,72,7,2,2,0,0,0.00035,0
"6449",33,72,8,8,16,0,3e-04,0,0
"6450",33,72,10,5,2,0,6e-04,0,0
"6451",33,72,11,7,2,0,3e-04,0,0
"6452",33,75,1,9,4,0,3e-04,0,0
"6453",33,75,15,1,15,0.000167,0,0,0
"6454",33,75,16,6,4,0,3e-04,0,0
"6455",33,78,7,2,16,0,0.000506,0,0
"6456",33,78,8,7,16,0,0.000899,0,0
"6457",33,78,10,5,16,0,0,0.00035,0
"6458",33,78,13,1,4,0,3e-04,0,0
"6459",33,78,13,6,16,0,0.002183,0,0
"6460",33,78,15,6,5,0,3e-04,0,0
"6461",33,78,15,6,6,0,3e-04,0,0
"6462",33,78,16,5,16,0,3e-04,0,0
"6463",33,78,17,2,16,0,3e-04,0,0
"6464",33,81,11,7,6,0,3e-04,0,0
"6465",33,81,12,5,8,0,3e-04,0,0
"6466",33,81,14,5,18,0,3e-04,0,0
"6467",33,82,7,2,10,0,3e-04,0,0
"6468",33,82,13,5,10,0,0,0.00035,0
"6469",33,3901,12,8,4,0.000167,0,0,0
"6470",33,4005,8,6,7,0,0,0,0.002155
"6471",34,7,8,4,7,0,0,0,0.002155
"6472",34,7,11,6,4,0,3e-04,0,0
"6473",34,8,12,7,7,0,0,0.00035,0
"6474",34,8,13,5,10,0.000167,0,0,0
"6475",34,8,15,7,10,0,3e-04,0,0
"6476",34,8,17,2,7,0,0,0.00035,0.002155
"6477",34,8,17,5,12,0.000167,0,0,0
"6478",34,13,4,5,10,0,0,0,0.002155
"6479",34,18,11,7,9,0,0,0.00035,0
"6480",34,18,15,5,7,0,0,0,0.002155
"6481",34,27,13,6,4,0.000167,0,0,0
"6482",34,35,1,5,4,0,0,0.00035,0
"6483",34,35,7,2,16,0,6e-04,0,0
"6484",34,35,8,3,6,0,3e-04,0,0
"6485",34,35,8,4,4,0,6e-04,0,0
"6486",34,35,9,2,3,0,3e-04,0,0
"6487",34,35,10,2,3,0,3e-04,0,0
"6488",34,35,11,7,4,0,3e-04,0,0
"6489",34,35,12,5,4,0,0.001373,0,0
"6490",34,35,12,7,1,0,0,0,0.002155
"6491",34,35,13,2,4,0,3e-04,0,0
"6492",34,35,13,6,6,0,0.001499,0,0
"6493",34,35,15,6,4,0,0.000184,0,0
"6494",34,35,18,4,4,0,0.000415,0,0
"6495",34,35,18,4,16,0,0.001442,0,0
"6496",34,38,15,5,7,0,0,0,0.002155
"6497",34,39,8,4,7,0,3e-04,0,0
"6498",34,40,3,5,15,0,3e-04,0,0
"6499",34,40,15,5,7,0,0,0,0.002155
"6500",34,40,17,2,16,0,3e-04,0,0
"6501",34,41,1,5,17,0,3e-04,0,0
"6502",34,41,9,2,7,0,3e-04,0,0
"6503",34,42,8,7,17,0,3e-04,0,0
"6504",34,44,1,1,7,0,0,0.00035,0
"6505",34,44,11,7,5,0,0.000176,0,0
"6506",34,44,13,1,4,0,3e-04,0,0
"6507",34,44,13,2,1,0.000167,0,0,0
"6508",34,44,13,6,7,0,6e-04,0,0
"6509",34,44,15,1,4,0,0.000899,0,0
"6510",34,44,15,6,4,0,0.005095,0.00035,0
"6511",34,45,13,4,6,0,3e-04,0,0
"6512",34,45,13,5,2,0,3e-04,0,0
"6513",34,47,13,5,4,0,3e-04,0,0
"6514",34,49,8,7,4,0,3e-04,0,0
"6515",34,49,8,7,7,0,0,0.00035,0
"6516",34,49,11,7,16,0,3e-04,0,0
"6517",34,49,13,5,7,0,3e-04,0,0
"6518",34,49,15,6,12,0,3e-04,0,0
"6519",34,50,9,2,16,0,3e-04,0,0
"6520",34,51,4,8,16,0,3e-04,0,0
"6521",34,51,7,6,7,0,0,0,0.002155
