"","A","B","R","Q","C","CAU","AFA","HIS","API"
"1945",2,61,13,9,16,0.000167,0,0,0
"1946",2,61,14,5,10,0,0,0.00035,0
"1947",2,61,14,6,6,0.000167,0,0,0
"1948",2,61,14,7,5,0,0,0.00035,0
"1949",2,61,14,7,10,0,0,0.00035,0
"1950",2,61,14,9,8,0.000167,0,0,0
"1951",2,61,14,9,9,0,0,0,0.002155
"1952",2,61,15,6,9,0,0,0,0.002155
"1953",2,61,15,6,15,0.000167,3e-04,0.00035,0.00431
"1954",2,61,16,3,3,0,0,0.00035,0
"1955",2,61,16,7,3,0,0,0.000576,0
"1956",2,61,16,7,8,0,0,0.00035,0
"1957",2,61,17,7,8,0.000167,0,0,0
"1958",2,62,1,1,15,0.000167,0,0,0
"1959",2,62,1,2,5,5e-04,0,0,0
"1960",2,62,1,2,6,0.000167,0,0,0
"1961",2,62,1,3,3,0.000167,0,0,0
"1962",2,62,1,3,7,0.000167,0,0,0
"1963",2,62,1,3,9,0.000333,0,0,0
"1964",2,62,1,5,6,0.000333,0,0,0
"1965",2,62,1,5,9,0.000167,0,0,0
"1966",2,62,1,5,10,0.000167,0,0,0
"1967",2,62,1,5,15,0.000133,0,0,0
"1968",2,62,1,6,6,5e-04,0,0,0
"1969",2,62,1,6,16,0.000167,0,0,0
"1970",2,62,1,7,5,0.000325,0,0,0
"1971",2,62,1,7,7,0.001758,0,0,0
"1972",2,62,1,7,9,0.000167,0,0,0
"1973",2,62,1,8,1,0.000167,0,0,0
"1974",2,62,3,6,5,0.000167,0,0,0
"1975",2,62,4,1,4,0.000333,0,0,0
"1976",2,62,4,1,7,0,3e-04,0,0
"1977",2,62,4,2,1,0.000167,0,0,0
"1978",2,62,4,2,5,0.00045,0,0,0
"1979",2,62,4,2,7,0.003112,0,0,0
"1980",2,62,4,2,12,0.000461,0,0,0
"1981",2,62,4,3,2,0.000465,0,0,0
"1982",2,62,4,3,10,0,0,0.00035,0
"1983",2,62,4,4,6,0.000333,0,0,0
"1984",2,62,4,5,4,0.0012,0,0,0
"1985",2,62,4,5,6,0.000319,0,0,0
"1986",2,62,4,5,8,5.4e-05,0,0,0
"1987",2,62,4,5,9,0.000185,0,0,0
"1988",2,62,4,5,10,0.000167,0,0,0
"1989",2,62,4,5,12,0.000167,0,0,0
"1990",2,62,4,5,15,2e-04,0,0,0
"1991",2,62,4,6,5,0.001301,0,0,0
"1992",2,62,4,6,7,0.000576,0,0,0
"1993",2,62,4,7,3,0,0,0.000701,0
"1994",2,62,4,7,6,0.000167,0,0,0
"1995",2,62,4,7,7,0.000683,0,0,0
"1996",2,62,4,7,16,0.000167,0,0,0
"1997",2,62,4,8,1,0,0,0.003156,0
"1998",2,62,4,8,2,0.000117,0,0,0
"1999",2,62,4,8,3,0,3e-04,0,0
"2000",2,62,4,8,4,0.000667,0,0,0.00431
"2001",2,62,4,8,7,0.000709,0,0,0
"2002",2,62,4,8,10,0,0.001467,0.000471,0
"2003",2,62,4,9,14,0,3e-04,0,0
"2004",2,62,7,2,1,0,0,0.00035,0
"2005",2,62,7,2,5,0.00025,0,0,0
"2006",2,62,7,2,10,0,0,0.000701,0
"2007",2,62,7,6,12,0.000156,0,0,0
"2008",2,62,7,6,14,0.000167,0,0,0
"2009",2,62,7,7,12,0.000167,0,0,0
"2010",2,62,7,9,9,0.000167,0,0,0
"2011",2,62,8,4,1,0,0,0.004504,0
"2012",2,62,8,4,4,0,0,0.000391,0
"2013",2,62,8,6,3,0,3e-04,0,0
"2014",2,62,8,6,8,0,3e-04,0,0
"2015",2,62,8,7,6,0.000167,0,0,0
"2016",2,62,8,8,4,0.000167,0,0,0
"2017",2,62,9,2,3,0,3e-04,0,0
"2018",2,62,9,5,1,0,0,0,0.00431
"2019",2,62,9,9,1,0,3e-04,0.00035,0
"2020",2,62,9,9,4,0,0,0,0.00431
"2021",2,62,10,2,3,0,0,0.00035,0
"2022",2,62,10,6,14,0.000167,0,0,0
"2023",2,62,11,2,6,0.000333,0,0,0
"2024",2,62,11,2,9,0,3e-04,0,0
"2025",2,62,11,3,3,0,0,0.001051,0
"2026",2,62,11,5,4,0.000167,0,0,0
"2027",2,62,11,5,9,0,3e-04,0,0
"2028",2,62,11,7,4,0,0,0.00035,0
"2029",2,62,11,7,7,0.000171,0,0.000382,0
"2030",2,62,11,8,3,0.000167,0,0,0
"2031",2,62,11,9,7,0.000167,0,0,0
"2032",2,62,12,7,15,0.000167,0,0,0
"2033",2,62,13,1,14,0.000167,0,0,0
"2034",2,62,13,2,2,0.000201,0,0,0
"2035",2,62,13,2,3,0.000333,0,0,0
"2036",2,62,13,2,7,0.000417,0,0,0
"2037",2,62,13,2,16,0.000167,0,0,0
"2038",2,62,13,4,7,0.000167,0,0,0
"2039",2,62,13,5,6,0.000167,0,0,0
"2040",2,62,13,5,10,0.000167,0,0,0
"2041",2,62,13,6,1,0.000167,0,0,0
"2042",2,62,13,6,2,5e-04,0,0,0
"2043",2,62,13,6,3,0.000167,0,0,0
"2044",2,62,13,6,4,0,0,0.000273,0
"2045",2,62,13,6,7,0.0025,0,0,0
"2046",2,62,13,6,8,0.000167,0,0,0
"2047",2,62,13,6,9,0,6e-04,0.001402,0
"2048",2,62,13,7,4,0.000333,0,0,0
"2049",2,62,13,7,7,0.001132,0,0,0.002155
"2050",2,62,13,7,17,0,0,0.00035,0
"2051",2,62,14,3,7,0.000167,0,0,0
"2052",2,62,14,5,7,0.000345,0,0,0
"2053",2,62,14,5,9,0,3e-04,0,0
"2054",2,62,14,8,8,0.000167,0,0,0
"2055",2,62,15,1,2,0.000167,0,0,0
"2056",2,62,15,3,10,0.000167,0,0,0
"2057",2,62,15,5,7,0.000333,0,0,0
"2058",2,62,15,5,9,0.000333,0,0,0
"2059",2,62,15,6,4,0.000167,0,0,0
"2060",2,62,15,6,6,0.000167,0,0,0
"2061",2,62,15,6,10,0.000167,0,0,0
"2062",2,62,15,6,12,0.000167,0,0,0
"2063",2,62,15,8,3,0.000167,0,0,0
"2064",2,62,15,8,7,0.000138,0,0,0
"2065",2,62,16,1,10,0.000167,0,0,0
"2066",2,62,16,5,6,0.000167,0,0,0
"2067",2,62,16,7,1,0,0,0.001426,0
"2068",2,62,17,2,4,0,0,0.000427,0
"2069",2,62,17,2,9,0,0,0.001051,0
"2070",2,62,17,5,4,0.000167,0,0,0
"2071",2,62,17,6,4,0.000177,0,0,0
"2072",2,62,103,2,7,0.000167,0,0,0
"2073",2,62,103,7,7,0.000167,0,0,0
"2074",2,63,1,4,4,0.000167,0,0,0
"2075",2,63,1,5,14,0,0.001199,0,0
"2076",2,63,1,5,16,0,0.000899,0,0
"2077",2,63,3,4,14,0,3e-04,0,0
"2078",2,63,4,1,6,0.000167,0,0,0
"2079",2,63,4,8,7,0,6e-04,0,0
"2080",2,63,7,2,14,0,0.000476,0,0
"2081",2,63,7,4,3,0,3e-04,0,0
"2082",2,63,9,8,9,0,3e-04,0,0
"2083",2,63,10,5,14,0,0.000124,0,0
"2084",2,63,11,7,7,0,3e-04,0,0
"2085",2,63,13,4,14,0,3e-04,0,0
"2086",2,63,18,4,3,0,0,0.00035,0
"2087",2,63,18,4,7,0,0,0.00035,0
"2088",2,64,4,8,7,0.000167,0,0,0
"2089",2,64,7,2,4,0.000167,0,0,0
"2090",2,64,7,2,7,0,0,0.000701,0
"2091",2,64,7,2,8,0,3e-04,0,0
"2092",2,64,7,4,4,0.000167,0,0,0
"2093",2,64,7,5,1,0.000333,0,0,0
"2094",2,64,7,6,7,5e-04,0,0,0
"2095",2,64,8,5,4,0.000167,0,0,0
"2096",2,64,11,2,10,0.000167,0,0,0
"2097",2,64,11,7,8,0,3e-04,0.001051,0
"2098",2,64,12,1,10,0,0,0.00035,0
"2099",2,64,16,5,8,0,3e-04,0,0
"2100",2,65,1,1,7,0,0,0.00035,0
"2101",2,65,1,1,8,0,3e-04,0,0
"2102",2,65,1,1,12,0.000167,0,0,0
"2103",2,65,1,2,7,0.000333,0,0,0
"2104",2,65,1,3,7,0,0,0.00035,0
"2105",2,65,1,5,6,0.000167,0,0,0
"2106",2,65,1,5,8,0,0,0.001402,0
"2107",2,65,1,6,10,0.000167,0,0,0
"2108",2,65,7,2,8,0,0,0.00035,0
"2109",2,65,7,5,8,0.000167,3e-04,0,0
"2110",2,65,7,6,4,0.000167,0,0,0
"2111",2,65,10,5,8,0,3e-04,0,0
"2112",2,65,13,1,6,0.000167,0,0,0
"2113",2,65,13,3,9,0.000167,0,0,0
"2114",2,65,13,7,2,0,3e-04,0,0
"2115",2,65,13,8,4,0.000167,0,0,0
"2116",2,65,15,1,8,0,3e-04,0,0
"2117",2,65,15,6,8,0,0,0.000777,0
"2118",2,65,15,7,12,0.000167,0,0,0
"2119",2,65,16,5,10,0,0,0.00035,0
"2120",2,65,17,2,1,0.000167,0,0,0
"2121",2,65,17,2,8,0,0,0.00035,0
"2122",2,65,17,6,4,0,3e-04,0,0
"2123",2,70,4,4,8,0,0,0.00035,0
"2124",2,70,4,8,3,0,0,0.000701,0
"2125",2,70,7,2,1,0,0,0,0.002155
"2126",2,70,7,9,3,0,3e-04,0,0
"2127",2,70,11,6,2,0,3e-04,0,0
"2128",2,70,11,7,2,0,0,0.00035,0
"2129",2,70,13,1,7,0,3e-04,0.00035,0
"2130",2,70,13,5,2,0,3e-04,0,0
"2131",2,70,14,6,7,0,3e-04,0,0
"2132",2,70,17,2,3,0,6e-04,0,0
"2133",2,70,17,2,4,0,0,0.00035,0
"2134",2,71,4,8,7,0,0,0,0.002155
"2135",2,71,7,5,4,0.000167,0,0,0
"2136",2,71,8,5,7,0,3e-04,0,0
"2137",2,71,10,5,3,0,0,0.00035,0
"2138",2,71,13,7,3,0,3e-04,0,0
"2139",2,71,15,6,10,0,0.001199,0,0
"2140",2,71,16,1,3,0,0,0.00035,0
"2141",2,71,17,2,10,0,0.001199,0,0
"2142",2,72,1,5,7,0.000167,0,0,0
"2143",2,72,1,5,12,0,0,0.000374,0
"2144",2,72,4,8,2,0,0.001199,0,0
"2145",2,72,7,2,2,0,0.001648,0.00035,0
"2146",2,72,8,4,12,0,0,0.000677,0
"2147",2,72,11,5,2,0,3e-04,0,0
"2148",2,72,11,6,3,0,3e-04,0,0
"2149",2,72,13,2,6,0,3e-04,0,0
"2150",2,72,13,7,2,0,0.001201,0,0
"2151",2,72,15,6,2,0,0.000327,0,0
"2152",2,72,15,6,7,0.000167,0,0,0
"2153",2,72,18,4,2,0,0.000596,0,0
"2154",2,73,4,2,15,0,0,0.00035,0
"2155",2,73,4,6,14,0.000167,0,0,0
"2156",2,75,1,5,3,0,0,0,0.002155
"2157",2,75,4,3,3,0,0,0,0.002155
"2158",2,75,8,4,1,0,0,0.001201,0
"2159",2,75,9,9,9,0,0,0.00035,0.002155
"2160",2,75,12,7,8,0,3e-04,0,0.006466
"2161",2,75,14,7,1,0,0,0.00035,0
"2162",2,75,15,5,8,0,0,0,0.00431
"2163",2,75,17,2,2,0,0,0.00035,0
"2164",2,75,17,2,8,0,0,0,0.002155
"2165",2,78,14,5,17,0,3e-04,0,0
"2166",2,78,18,4,16,0,0.000593,0,0
"2167",2,81,14,5,7,0,3e-04,0,0
"2168",2,81,16,1,7,0,0,0.00035,0
"2169",2,81,16,6,10,0,3e-04,0,0
"2170",2,4005,4,8,3,0,0,0.00035,0
"2171",2,4005,4,8,10,0,0,0.00043,0
"2172",2,4005,8,4,7,0,0,0.00035,0
"2173",2,4005,8,4,10,0,0,0.000387,0
"2174",2,4005,14,7,10,0,0,0.001028,0
"2175",2,5102,14,7,8,0,0,0.00035,0
"2176",3,7,1,2,4,0.000333,0,0,0
"2177",3,7,1,2,7,0.000518,0,0,0
"2178",3,7,1,5,7,0.000167,0.000302,0.001121,0
"2179",3,7,1,5,15,0,3e-04,0,0
"2180",3,7,1,6,7,0.000176,0,0,0
"2181",3,7,1,6,12,0.000167,0,0,0
"2182",3,7,1,7,9,0.000167,0,0,0
"2183",3,7,1,9,4,0.000167,0,0,0
"2184",3,7,1,9,6,0.000167,0,0,0
"2185",3,7,4,1,2,0.000167,0,0,0
"2186",3,7,4,1,7,0.000167,0,0,0
"2187",3,7,4,2,4,0.000885,0,0,0
"2188",3,7,4,2,5,0.000167,0,0,0
"2189",3,7,4,2,7,0.000209,0,0.00035,0
"2190",3,7,4,2,8,0.000192,0,0,0
"2191",3,7,4,2,15,0.000333,0,0,0
"2192",3,7,4,4,10,0.000167,0,0,0
"2193",3,7,4,5,2,0.000167,0,0,0
"2194",3,7,4,5,15,0.000167,0,0,0
"2195",3,7,4,6,7,0.003357,0,0,0
"2196",3,7,4,7,3,0.000167,0,0,0
"2197",3,7,4,7,6,0.000333,0,0,0
"2198",3,7,4,7,7,0,0,0.000701,0
"2199",3,7,4,7,8,0.000167,0,0,0
"2200",3,7,4,7,9,5e-04,0,0,0
"2201",3,7,4,7,18,0,3e-04,0,0
"2202",3,7,4,8,7,0,0,0.000359,0
"2203",3,7,4,8,10,0,0,0.00035,0
"2204",3,7,4,9,16,0.000167,0,0,0
"2205",3,7,7,2,3,0.000333,0,0,0
"2206",3,7,7,2,7,0,0.000329,0.001962,0.002155
"2207",3,7,7,3,7,0.000167,0,0,0
"2208",3,7,7,5,1,0.000167,0,0,0
"2209",3,7,7,5,5,0.000167,0,0,0
"2210",3,7,7,5,7,0.000167,0,0,0
"2211",3,7,7,6,2,0,3e-04,0,0
"2212",3,7,7,6,4,0.000333,0,0,0
"2213",3,7,7,6,6,0.000167,0,0,0
"2214",3,7,7,6,7,0.000371,0,0,0
"2215",3,7,7,6,17,0.000167,0,0,0
"2216",3,7,7,9,7,0,0,0.00035,0
"2217",3,7,8,2,5,0.000177,0,0,0
"2218",3,7,8,2,15,0.000167,0,0,0
"2219",3,7,8,5,2,0.000167,0,0,0
"2220",3,7,8,6,15,0.000167,0,0,0
"2221",3,7,8,7,7,0,0.000899,0,0
"2222",3,7,8,7,8,0.000167,0,0,0
"2223",3,7,9,2,7,0,0.000366,0,0
"2224",3,7,9,2,8,0,3e-04,0,0
"2225",3,7,9,9,7,0,3e-04,0,0
"2226",3,7,10,5,7,0,0.000691,0.00035,0
"2227",3,7,10,5,15,0.000167,0,0.00035,0
"2228",3,7,11,1,14,0.000167,0,0,0
"2229",3,7,11,2,9,0.000167,0,0,0
"2230",3,7,11,3,7,0.000167,0,0,0
"2231",3,7,11,4,12,0.000167,0,0,0
"2232",3,7,11,5,10,0.000101,0,0,0
"2233",3,7,11,7,3,0,3e-04,0,0
"2234",3,7,11,7,7,5e-04,0,0.001051,0
"2235",3,7,11,7,15,0,0,0.00035,0
"2236",3,7,11,8,7,0.000167,0,0,0
"2237",3,7,12,8,2,0.000167,0,0,0
"2238",3,7,13,1,6,0,0,0.00035,0
"2239",3,7,13,1,7,0,0.000581,0,0
"2240",3,7,13,2,3,0.000167,0,0,0
"2241",3,7,13,2,5,0.000216,0,0,0
"2242",3,7,13,2,7,0,0.000899,0,0
"2243",3,7,13,2,8,0.000141,0,0,0
"2244",3,7,13,2,12,0.000167,0,0,0
"2245",3,7,13,4,5,0.000167,0,0,0
"2246",3,7,13,5,4,0.000167,0,0,0
"2247",3,7,13,6,2,0.000167,0,0,0
"2248",3,7,13,6,5,0.000333,0,0,0
"2249",3,7,13,6,7,0,0.000649,0.00277,0.00431
"2250",3,7,13,7,4,0.000333,0,0,0
"2251",3,7,13,7,5,0.000333,0,0,0
"2252",3,7,13,7,12,0.000167,0,0,0
"2253",3,7,13,8,5,6.1e-05,0,0,0
"2254",3,7,13,8,7,0.00039,0,0,0
"2255",3,7,13,8,8,0.000167,0,0,0
"2256",3,7,13,8,10,0.000167,0,0,0
"2257",3,7,13,8,14,0.000167,0,0,0
"2258",3,7,13,9,15,0.000167,0,0,0
"2259",3,7,14,2,1,0.000333,0,0,0
"2260",3,7,14,6,5,0.000167,0,0,0
"2261",3,7,14,7,7,0.000167,0,0,0
"2262",3,7,15,1,6,0.000333,0,0,0
"2263",3,7,15,1,7,0,0,0.001051,0
"2264",3,7,15,2,1,0,3e-04,0,0
"2265",3,7,15,2,4,0.000239,0,0,0
"2266",3,7,15,2,7,0.005432,0,0,0
"2267",3,7,15,2,8,0.000833,0,0,0
"2268",3,7,15,2,12,0.001039,0,0,0
"2269",3,7,15,3,6,0.000167,0,0,0
"2270",3,7,15,3,7,0.000354,0,0,0
"2271",3,7,15,5,1,0.001,0,0,0
"2272",3,7,15,5,3,5e-04,0,0,0
"2273",3,7,15,5,5,0.000413,0,0,0
"2274",3,7,15,5,6,5e-04,0,0,0
"2275",3,7,15,5,7,0,0,0.00035,0
"2276",3,7,15,5,8,3e-04,0,0,0
"2277",3,7,15,5,10,0.000333,0,0,0
"2278",3,7,15,5,14,0.000167,0,0,0
"2279",3,7,15,6,1,0.001,0,0,0
"2280",3,7,15,6,3,0.000858,0,0,0
"2281",3,7,15,6,4,0.002024,0,0,0
"2282",3,7,15,6,5,0.000333,0,0,0
"2283",3,7,15,6,6,0.001421,0,0,0
"2284",3,7,15,6,7,0.002022,0.00372,0.005577,0
"2285",3,7,15,6,12,0.000167,0,0,0
"2286",3,7,15,6,15,0.000167,0,0,0
"2287",3,7,15,7,2,0.001667,0,0,0
"2288",3,7,15,7,4,0.000189,0,0,0
"2289",3,7,15,7,5,0.000167,0,0,0
"2290",3,7,15,7,6,0.001221,0,0,0
"2291",3,7,15,7,7,0.00394,0,0,0
"2292",3,7,15,7,8,5e-04,0,0,0
"2293",3,7,15,7,10,0.000644,0,0,0
"2294",3,7,15,7,15,0.000167,0,0,0
"2295",3,7,15,8,2,0.000167,0,0,0
"2296",3,7,15,8,4,0.000167,0,0,0
"2297",3,7,15,8,5,0.000667,0,0,0
"2298",3,7,15,8,7,0.001006,0,0,0
"2299",3,7,15,8,9,0.000167,0,0,0
"2300",3,7,15,9,3,0.000167,0,0,0
"2301",3,7,15,9,7,0.000494,0,0,0
"2302",3,7,16,2,4,0.000167,0,0,0
"2303",3,7,16,2,7,0.000167,0,0,0
"2304",3,7,16,8,8,0.000167,0,0,0
"2305",3,7,17,1,4,0.000176,0,0,0
"2306",3,7,17,2,6,0.000167,0,0,0
"2307",3,7,17,2,7,0,0.000318,0,0
"2308",3,7,17,2,15,0,0,0.00035,0
"2309",3,7,17,6,4,0.000168,0,0,0
"2310",3,7,17,7,12,5e-04,0,0,0
"2311",3,7,17,9,12,0.000167,0,0,0
"2312",3,7,103,2,9,0.000167,0,0,0
"2313",3,7,103,3,5,0.000167,0,0,0
"2314",3,7,103,5,7,0,0,0.000701,0
"2315",3,8,1,5,1,0.000167,0,0,0
"2316",3,8,1,5,7,0,3e-04,0,0
"2317",3,8,3,2,3,0.000167,0,0,0
"2318",3,8,3,2,5,0.000167,0,0,0
"2319",3,8,3,2,9,0.000167,0,0,0
"2320",3,8,3,3,7,0.000167,0,0,0
"2321",3,8,4,4,3,0.000167,0,0,0
"2322",3,8,4,5,2,0.000167,0,0,0
"2323",3,8,7,1,3,0.000333,0,0,0
"2324",3,8,7,6,7,0,3e-04,0,0
"2325",3,8,8,1,16,0.000167,0,0,0
"2326",3,8,9,6,7,0,0,0.00035,0
"2327",3,8,11,6,7,0,3e-04,0,0
"2328",3,8,12,7,7,0.000167,0,0,0
"2329",3,8,13,7,10,0,3e-04,0,0
"2330",3,8,15,1,5,0.000167,0,0,0
"2331",3,8,15,2,4,0.000167,0,0,0
"2332",3,8,16,6,5,0.000167,0,0,0
"2333",3,8,17,2,7,0.000941,0,0.002446,0
"2334",3,8,17,2,12,0.000167,0,0,0
"2335",3,8,17,4,16,0.000333,0,0,0
"2336",3,8,17,5,7,0.000307,0,0,0
"2337",3,8,17,6,1,0.000167,0,0,0
"2338",3,8,17,6,4,0.000338,0,0,0
"2339",3,8,17,6,5,0.000167,0,0,0
"2340",3,8,17,7,5,0.000166,0,0,0
"2341",3,8,17,7,7,0.000167,0,0,0
"2342",3,13,7,2,6,0,0,0.00035,0
"2343",3,13,7,5,7,5e-04,0,0,0
"2344",3,13,7,7,1,0.000167,0,0,0
"2345",3,13,7,8,6,0,0,0.00035,0
"2346",3,13,7,8,7,0.000167,0,0,0
"2347",3,13,11,7,15,0.000167,0,0,0
"2348",3,13,17,3,7,0.000167,0,0,0
"2349",3,13,103,8,5,0.000167,0,0,0
"2350",3,14,1,5,7,0.000333,0,0,0
"2351",3,14,1,6,7,0.000167,0,0,0
"2352",3,14,9,2,8,0,3e-04,0,0
"2353",3,14,10,8,5,0.000167,0,0,0
"2354",3,14,12,5,7,0.000167,0,0,0
"2355",3,14,13,2,15,0.000167,0,0,0
"2356",3,14,13,6,4,0.000167,0,0,0
"2357",3,14,13,6,7,0.000333,0,0,0
"2358",3,14,13,7,16,0.000167,0,0,0
"2359",3,14,14,2,4,0.000167,0,0,0
"2360",3,14,15,2,4,0.000167,0,0,0
"2361",3,14,18,4,8,0,3e-04,0,0
"2362",3,15,7,2,2,0,3e-04,0,0
"2363",3,18,1,5,12,0,0,0.000488,0
"2364",3,18,3,6,8,0.000167,0,0,0
"2365",3,18,4,5,6,0.000333,0,0,0
"2366",3,18,4,5,16,0.000167,0,0,0
"2367",3,18,4,7,2,0.000167,0,0,0
"2368",3,18,4,7,7,0.000167,0,0,0
"2369",3,18,4,8,6,0,3e-04,0,0
"2370",3,18,4,8,7,0,6e-04,0,0
"2371",3,18,4,8,10,0.000167,0,0,0
"2372",3,18,4,9,2,0.000167,0,0,0
"2373",3,18,4,9,4,0.000167,0,0,0
"2374",3,18,7,2,12,0,0,0.00035,0
"2375",3,18,8,2,6,0.000167,0,0,0
"2376",3,18,8,4,4,0,0,0.00035,0
"2377",3,18,8,4,5,0.000167,0,0,0
"2378",3,18,9,2,5,0,3e-04,0,0
"2379",3,18,9,5,5,0.000167,0,0,0
"2380",3,18,11,2,6,0.000333,0,0,0
"2381",3,18,11,4,3,0.000167,0,0,0
"2382",3,18,11,6,4,0.000167,0,0,0
"2383",3,18,11,6,5,0.000167,0,0,0
"2384",3,18,11,7,12,0,0,0.000701,0
"2385",3,18,11,8,14,0.000167,0,0,0
"2386",3,18,11,9,2,0.000167,0,0,0
"2387",3,18,12,2,7,0.000167,0,0,0
"2388",3,18,13,1,5,0,0,0.00035,0
"2389",3,18,14,1,4,0,0,0.00035,0
"2390",3,18,14,5,5,0,3e-04,0,0
"2391",3,18,15,1,5,0,3e-04,0,0
"2392",3,18,15,2,4,0.000167,0,0,0
"2393",3,18,15,2,5,0.000167,0,0,0
"2394",3,18,15,2,12,0.000333,0,0,0
"2395",3,18,15,6,15,0,0,0.00035,0
"2396",3,18,15,9,4,0.000167,0,0,0
"2397",3,18,17,2,5,0,0,0.000357,0
"2398",3,18,17,6,5,0.000167,0,0,0
"2399",3,18,17,7,4,0.000167,0,0,0
"2400",3,18,17,8,7,0.000333,0,0,0
"2401",3,27,1,2,10,0.000167,0,0,0
"2402",3,27,1,2,15,0.000333,0,0,0
"2403",3,27,1,5,1,0,6e-04,0.000646,0
"2404",3,27,4,1,4,0.000167,0,0,0
"2405",3,27,4,2,1,0.000333,0,0,0
"2406",3,27,4,2,2,0,3e-04,0,0
"2407",3,27,4,6,6,0.000333,0,0,0
"2408",3,27,4,6,7,0.000329,0,0,0
"2409",3,27,4,6,10,0.000333,0,0,0
"2410",3,27,4,7,2,0,3e-04,0,0
"2411",3,27,7,7,10,0,3e-04,0,0
"2412",3,27,9,9,2,0,3e-04,0,0
"2413",3,27,11,2,6,0.000333,0,0,0
"2414",3,27,13,6,2,0,3e-04,0,0.002155
"2415",3,27,13,6,5,0,0,0.00035,0
"2416",3,27,13,6,15,0,0,0,0.002155
"2417",3,27,16,5,2,0,0,0.00035,0
"2418",3,27,16,7,15,0.000167,0,0,0
"2419",3,27,16,9,3,0.000167,0,0,0
"2420",3,27,103,5,5,0.000167,0,0,0
"2421",3,35,1,2,3,5e-04,0,0,0
"2422",3,35,1,2,4,0.000833,0,0,0
"2423",3,35,1,2,7,0.001371,0,0,0
"2424",3,35,1,2,10,5e-04,0,0,0
"2425",3,35,1,2,12,0.000333,0,0,0
"2426",3,35,1,2,16,0.000333,0,0,0
"2427",3,35,1,5,4,0.000232,0.00324,0.003061,0
"2428",3,35,1,5,5,5e-04,0,0,0
"2429",3,35,1,5,7,0.000667,0,0,0
"2430",3,35,1,5,17,0.000167,0,0,0
"2431",3,35,1,6,1,0.000359,0,0,0
"2432",3,35,1,6,2,0.000333,0,0,0
"2433",3,35,1,6,4,0.00036,0,0,0
"2434",3,35,1,6,6,0.000167,0,0,0
"2435",3,35,1,6,7,0.000185,0,0,0
"2436",3,35,1,6,8,0.000333,0,0,0
"2437",3,35,1,6,10,0.000167,0,0,0
"2438",3,35,1,7,2,0.000167,0,0,0
"2439",3,35,1,7,4,0.000551,0,0,0
"2440",3,35,1,7,7,0.000647,0,0,0
"2441",3,35,1,7,10,0.000167,0,0,0
"2442",3,35,1,7,16,0.000167,0,0,0
"2443",3,35,1,8,3,0.000333,0,0,0
"2444",3,35,1,8,7,0.000239,0,0,0
"2445",3,35,1,8,9,0.000167,0,0,0
"2446",3,35,1,9,4,0.000167,0,0,0
"2447",3,35,1,9,10,0.000167,0,0,0
"2448",3,35,4,1,4,0,0,0.00035,0
"2449",3,35,4,2,3,0.000167,0,0,0
"2450",3,35,4,6,4,0.000982,0,0,0
"2451",3,35,4,6,7,0.001009,0,0,0
"2452",3,35,4,6,10,0.000167,0,0,0
"2453",3,35,4,7,16,0.000167,0,0,0
"2454",3,35,4,8,1,0.000167,0,0,0
"2455",3,35,4,8,4,0,0.00062,0.000717,0
"2456",3,35,7,2,4,0,0.001499,0,0
"2457",3,35,7,2,7,0.000333,0,0,0
"2458",3,35,7,2,15,0.000167,3e-04,0,0
"2459",3,35,7,3,4,0,3e-04,0,0
"2460",3,35,7,4,2,0.000167,0,0,0
"2461",3,35,7,9,16,0.000167,0,0,0
"2462",3,35,8,2,7,0.000194,0,0,0
"2463",3,35,8,5,1,0.000333,0,0,0
"2464",3,35,8,7,9,0.000167,0,0,0
"2465",3,35,8,7,12,0,0,0.00035,0
"2466",3,35,9,2,7,0,6e-04,0,0
"2467",3,35,9,6,5,0.000167,0,0,0
"2468",3,35,11,1,4,0,6e-04,0,0
"2469",3,35,11,2,7,0,3e-04,0,0
"2470",3,35,11,2,12,0.000167,0,0,0
"2471",3,35,11,5,6,0.000167,0,0,0
"2472",3,35,11,5,7,5e-04,0,0,0
"2473",3,35,11,6,4,0,6e-04,0,0
"2474",3,35,11,7,4,0,0,0.002498,0
"2475",3,35,11,7,8,0,3e-04,0,0
"2476",3,35,11,7,15,0,0.000299,0,0
"2477",3,35,12,5,6,0.000167,0,0,0
"2478",3,35,12,6,8,0.000167,0,0,0
"2479",3,35,13,1,4,0,0,0.00035,0
"2480",3,35,13,1,7,0.000833,0,0,0
"2481",3,35,13,1,10,0.000167,0,0,0
"2482",3,35,13,2,4,0.000333,0,0,0
"2483",3,35,13,2,12,0.000209,0,0,0
"2484",3,35,13,5,2,0,0,0.00035,0
"2485",3,35,13,6,1,0.000167,0,0,0
"2486",3,35,13,6,4,0,3e-04,0.001119,0
"2487",3,35,13,6,6,5e-04,0,0,0
"2488",3,35,13,6,12,0.000333,0,0,0
"2489",3,35,13,7,4,0,0.000586,0,0
"2490",3,35,14,5,6,0,3e-04,0,0
"2491",3,35,14,5,7,5e-04,0,0,0
"2492",3,35,14,6,4,0.000333,0,0,0
"2493",3,35,15,1,17,0.000167,0,0,0
"2494",3,35,15,2,3,0.000167,0,0,0
"2495",3,35,15,2,5,0.000333,0,0,0
"2496",3,35,15,3,4,0.000167,0,0,0
"2497",3,35,15,4,6,0.000167,0,0,0
"2498",3,35,15,5,3,0.000167,0,0,0
